research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-4028,PNU,multi-attribute group decision-making based on q-rung orthopair fuzzy aczel-alsina power aggregation operators,Noorhan F. AlShaikh Mohammad; Abdelhamid Badaoui; Mumtaz Manzoor; Samia Larguech; Jihad Asad; Younes Menni,2023,2025-07-01,"<jats:p>This study presents a comprehensive first-principles investigation of the half-Heusler (HH) compound TiIrBi, encompassing its structural, electronic, mechanical, optical, and thermoelectric properties. The electronic characteristics were evaluated using density functional theory within both the PBE-GGA and mBJ-GGA exchange-correlation frameworks. The results confirm that TiIrBi is a semiconductor, with mBJ-GGA predicting a direct bandgap of 0.79 eV, significantly larger than the 0.43 eV obtained using PBE-GGA, indicating strong potential for optoelectronic applications. Optical analysis further supports the presence of a direct bandgap and reveals substantial absorption in the visible region. Mechanical stability is confirmed by compliance with the Born stability criteria, while the calculated bulk-to-shear modulus ratio (B/S = 2.02) indicates ductile behavior, favorable for mechanical processing and device integration. Thermoelectric performance analysis reveals promising p-type transport characteristics, with a maximum dimensionless figure of merit of 0.78 at 1200 K. These findings highlight TiIrBi as a promising material for next-generation optoelectronic and thermoelectric applications, supporting the advancement of Ti-based HH compounds in energy and electronics.</jats:p>",scientific,,AIP Advances,10.1063/5.0279869,https://doi.org/10.1063/5.0279869,PNU Open Data,2023,110
PNU-4029,PNU,multi-threshold image segmentation using an enhanced fruit fly optimization for covid-19 x-ray images,Md Afzalur Rahman; Samir Salem Al-Bawri; Samia Larguech; Sultan S. Alharbi; Saeed Alsowail; Noorlindawaty Md Jizat; Mohammad Tariqul Islam,2023,2025-07-02,,scientific,,Scientific Reports,10.1038/s41598-025-06391-1,https://doi.org/10.1038/s41598-025-06391-1,PNU Open Data,2023,101
PNU-4030,PNU,optimal design and sizing of hybrid photovoltaic/fuel cell electrical power system,A. M. Obalalu; Umair Khan; Muhammad Waqas; Nermeen Abdullah; Samia Elattar,2023,,"<jats:title>ABSTRACT</jats:title><jats:p>The study of nanofluids has attracted significant attention due to their superior thermophysical properties, making them ideal for thermal transport in engineering and biomedical applications. Motivated by these capabilities, this study develops a novel three‐dimensional mathematical model for electrically conducting Sutterby nanofluids, integrating bio‐convection, nonlinear thermal radiation, Hall effects, chemical reactions, and activation energy. A key novelty of this study lies in the coupling of entropy generation optimization with Hall current effects and the bioconvection of motile microorganisms. The flow is assumed incompressible and steady, subject to electromagnetic fields. By introducing appropriate similarity variables, the governing equations are transformed into a system of coupled nonlinear differential equations and solved using the Chebyshev collocation spectral method (CCSM). Results demonstrate that a higher Lewis number reduces mass concentration, while increasing the Biot number enhances the distribution of microorganisms. This study offers new insights into the thermodynamic and transport behavior of reactive Sutterby nanofluid systems, providing a valuable theoretical foundation for optimizing energy‐efficient nanofluid applications in industrial and biomedical engineering.</jats:p>",scientific,,Energy Science &amp; Engineering,10.1002/ese3.70221,https://doi.org/10.1002/ese3.70221,PNU Open Data,2023,82
PNU-4032,PNU,optimizing the impact of data augmentation for low-resource grammatical error correction,Deni Fajar Fitriyana; Sivasubramanian Palanisamy; Yazid Surya Wicaksana; Samsudin Anis; Januar Parlaungan Siregar; Tezara Cionita; Kumar Sureshkumar; Aravindhan Alagarsamy; Nadir Ayrilmis; Mohamed Abbas; Shaeen Kalathil; Md Zillur Rahman,2023,,"<jats:p>This study assesses 3D-printed transtibial sockets from PET, PC, and PA6. PC demonstrates superior strength, while PET balances cost and performance, and PA6 offers flexibility—supporting optimal designs for various clinical needs.</jats:p>",scientific,,RSC Advances,10.1039/d5ra03155a,https://doi.org/10.1039/d5ra03155a,PNU Open Data,2023,88
PNU-4034,PNU,privacy-aware collaborative learning for skin cancer prediction,Shekaina Justin; Wafaa Saleh; Maha M. A. Lashin; Hind Mohammed Albalawi,2023,2025-07-16,<jats:p>The authors would like to make the following corrections to the published paper [...]</jats:p>,scientific,,Sustainability,10.3390/su17146490,https://doi.org/10.3390/su17146490,PNU Open Data,2023,63
PNU-4035,PNU,proliferative diabetic retinopathy diagnosis using varying-scales filter banks and double-layered thresholding,Muhammad Shafay Saleem; Azaz Haider; Aleena; Khalil Ahmad; Mohamed Abbas; Shaeen Kalathil; Azath Mubarakali; Muhammad Atiq-Ur-Rehman,2023,,,scientific,,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-025-16044-2,https://doi.org/10.1007/s00170-025-16044-2,PNU Open Data,2023,110
PNU-4037,PNU,secure transmission in wireless sensor networks via reconfigurable intelligent surface,Shalini Talwar; Nourah Alshaghdali; Pragya Gupta; Abhishek Bhushan Singhal,2023,2026-02-02,"<jats:sec>
                    <jats:title>Purpose</jats:title>
                    <jats:p>The study examines HRM professionals’ evaluation of AI as technology for the three key HR processes: talent acquisition/recruitment, training and development, performance evaluation and employee engagement. It also examines the key implementation learnings of HRM professionals. The motivation of our study is that despite being a game-changing technology with the potential to transform the HRM landscape substantially, AI’s use is impeded by several persistent challenges that must be continuously examined and mitigated.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Design/methodology/approach</jats:title>
                    <jats:p>The study uses a qualitative research design to understand participants’ narratives, perceptions and contextual meanings based on their lived experiences. We collected qualitative data through a two-wave study from 30 HRM professionals to operationalize this approach. These textual responses were analyzed using Gioia et al.’s (2013) approach to code their data structure comprising aggregate dimensions, second-order themes and first-order concepts.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Findings</jats:title>
                    <jats:p>Our findings broadly unpack into two parts: (1) HRM professionals’ evaluation of AI as both an enabling and alienating technology, with different impacts across the three HRM processes and (2) HRM professionals’ key implementation insights on internal contradictions and priorities, including AI-compatible HRM processes, human-in-the-loop approaches, organizational resistance and approaches to facilitate balanced integration of AI into HRM.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Originality/value</jats:title>
                    <jats:p>The study’s novel contribution lies in (1) explicit mapping of the duality of AI-HRM to the three HRM processes, (2) formulation of a practice-oriented four-phase framework for AI integration in HRM and (3) proposal of “Strategic Readiness” as a theoretical construct for examining a firm’s readiness to implement AI-HRM.</jats:p>
                  </jats:sec>",scientific,,Journal of Enterprise Information Management,10.1108/jeim-03-2025-0139,https://doi.org/10.1108/jeim-03-2025-0139,PNU Open Data,2023,86
PNU-4038,PNU,"self-decoupled tri band mimo antenna operating over ism, wlan and c-band for 5g applications",Shanping Hu; Wafa Ghardallou; Rebecca Kechen Dong; Rita Yi Man Li; Shakira Nazeer,2023,,,scientific,,Acta Psychologica,10.1016/j.actpsy.2025.105116,https://doi.org/10.1016/j.actpsy.2025.105116,PNU Open Data,2023,92
PNU-4040,PNU,smart agricultural-industrial crop-monitoring system using unmanned aerial vehicle-internet of things classification techniques,Shihui Li; Yongzhong Yang; Chunjia Han; Yi Sun; Razaz Waheeb Attar; Brij B. Gupta,2023,,,scientific,,International Journal of Information Management,10.1016/j.ijinfomgt.2025.102951,https://doi.org/10.1016/j.ijinfomgt.2025.102951,PNU Open Data,2023,127
PNU-4041,PNU,smart wireless sensor technology for healthcare monitoring system using cognitive radio networks,Maxwell Kongkuah; Noha Alessa; Ilham Haouas,2023,2025-07-07,"<jats:p>This paper examines the impact of carbon capture and storage (CCS) deployment on national carbon intensity (CI) across 43 countries from 2010 to 2020. Using a dynamic common correlated effects (DCCE) log–log panel, we estimate the elasticity of CI with respect to sectoral CCS facility counts within four income-group panels and the full sample. In the high-income panel, CCS in direct air capture, cement, iron and steel, power and heat, and natural gas processing sectors produces statistically significant CI declines of 0.15%, 0.13%, 0.095%, 0.092%, and 0.087% per 1% increase in facilities, respectively (all p &lt; 0.05). Upper-middle-income countries exhibit strong CI reductions in direct air capture (–0.22%) and cement (–0.21%) but mixed results in other sectors. Lower-middle- and low-income panels show attenuated or positive elasticities—reflecting early-stage CCS adoption and infrastructure barriers. Robustness checks confirm these patterns both before and after the 2015 Paris Agreement and between emerging and developed economy panels. Spatial analysis reveals that the United States and United Kingdom achieved 30–40% CI reductions over the decade, whereas China, India, and Indonesia realized only 10–20% declines (relative to a 2010 baseline), highlighting regional deployment gaps. Drawing on these detailed income-group insights, we propose tailored policy pathways: in high-income settings, expand tax credits and public–private infrastructure partnerships; in upper-middle-income regions, utilize blended finance and technology-transfer programs; and in lower-income contexts, establish pilot CCS hubs with international support and shared storage networks. We further recommend measures to manage CCS’s energy and water penalties, implement rigorous monitoring to mitigate leakage risks, and design risk-sharing contracts to address economic uncertainties.</jats:p>",scientific,,Sustainability,10.3390/su17136222,https://doi.org/10.3390/su17136222,PNU Open Data,2023,96
